Date,Brazil_Interbank_Rate,Brazil_Policy_Rate,Chile_Interbank_Rate,Chile_Policy_Rate,Colombia_Interbank_Rate,Colombia_Policy_Rate,Czech Republic_10Y_Bond,Czech Republic_Interbank_Rate,Greece_10Y_Bond,Hungary_10Y_Bond,Indonesia_Interbank_Rate,Kuwait_Interbank_Rate,Kuwait_Policy_Rate,Malaysia_10Y_Bond,Malaysia_Interbank_Rate,Mexico_10Y_Bond,Mexico_Interbank_Rate,Peru_Interbank_Rate,Peru_Policy_Rate,Philippines_10Y_Bond,Philippines_Interbank_Rate,Philippines_Policy_Rate,Poland_10Y_Bond,Poland_Interbank_Rate,Qatar_Interbank_Rate,South Africa_10Y_Bond,South Africa_Interbank_Rate,South Korea_10Y_Bond,South Korea_Interbank_Rate,South Korea_Policy_Rate,Thailand_10Y_Bond,Thailand_Interbank_Rate,Thailand_Policy_Rate,Turkey_Policy_Rate
1986-07-01,26.0801629291283,,,,,24.0,,,17.94,,12.39,7.74,6.0,,7.9074,,98.65964599638767,,36.0718625073733,,10.7,,,,,16.4,11.48742514970058,12.2,10.6,7.0,,,9.0,52.0
1986-08-01,35.5951844490154,,,,,24.0,,,18.21,,12.22,7.58,6.0,,11.5204,,99.70474653822993,,36.0718625073733,,8.1,,,,,14.89,10.44311377245507,11.6,9.4,7.0,,,9.0,52.0
1986-09-01,41.5826272508506,,,,,33.24,,,13.62,,12.87,7.56,6.0,,10.7333,,105.932252859723,,36.0718625073733,,12.0,,,,,14.5,10.96526946107783,11.7,9.5,7.0,,,8.0,52.0
1986-10-01,26.2286453651262,,,,,33.37,,,14.49,,12.55,7.62,6.0,,8.2022,,107.3436773028296,,36.0718625073733,,8.6,,,,,15.76,10.70419161676645,11.1,9.5,7.0,,,8.0,52.0
1986-11-01,32.4562451108282,,,,,33.79,,,14.7,,12.91,7.41,6.0,,2.6609,,104.650119205298,,36.0718625073733,,7.5,,,,,15.64,9.659880239520943,11.7,9.3,7.0,,,8.0,48.0
1986-12-01,89.4730089872994,,,,,33.83,,,14.66,,14.75,7.19,6.0,,3.1481,,106.6218037326911,,36.0718625073733,,11.4,,,,,15.26,10.70419161676645,12.1,9.0,7.0,,,8.0,48.0
1987-01-01,249.845059693564,,,,,33.58,,,17.68,,16.52,6.87,6.0,,3.0667,,105.587477423239,,36.0718625073733,,9.1,,,,,15.14,9.659880239520943,11.7,8.7,7.0,,,8.0,45.0
1987-02-01,757.452132108083,,,,,32.33,,,17.2,,14.9,6.64,6.0,,2.3174,,104.7470872968091,,36.0718625073733,,6.2,,,,,15.38,9.659880239520943,11.7,8.8,7.0,,,8.0,45.0
1987-03-01,287.515586289922,,,,,31.97,,,17.49,,13.65,6.26,6.0,,1.2469,,102.3444334738109,,36.0718625073733,,13.2,,,,,14.96,9.398802395209563,12.1,8.9,7.0,,,8.0,45.0
1987-04-01,452.016027637722,,,,,31.8,,,17.77,,13.58,6.02,6.0,,2.1981,,101.5255918121613,,36.0718625073733,,13.1,,,,,15.18,9.920958083832316,13.0,8.5,7.0,,,8.0,45.0
1987-05-01,1304.33635950572,,,,,31.94,,,18.06,,15.14,5.83,6.0,,2.2167,,98.81048524984946,,36.0718625073733,,10.3,,,,,15.55,9.137724550898183,12.1,8.3,7.0,,,8.0,45.0
1987-06-01,630.242867253272,,,,,31.68,,,16.24,,23.5,6.87,6.0,,2.1708,,99.16603491872365,,36.0718625073733,,7.7,,,,,15.6,10.18203592814369,12.3,9.0,7.0,,,8.0,45.0
1987-07-01,178.492238818566,,,,,32.33,,,16.53,,16.25,6.11,6.0,,2.3473,,98.13170860927151,,29.8406705162535,,8.1,,,,,15.5,10.18203592814369,11.8,9.0,7.0,,,8.0,45.0
1987-08-01,154.346755531981,,,,,32.56,,,17.13,,13.25,5.68,6.0,,2.4865,,96.90344611679713,,29.8406705162535,,8.4,,,,,15.09,9.920958083832312,12.6,10.0,7.0,,,8.0,45.0
1987-09-01,151.537357447332,,,,,32.79,,,17.08,,11.77,5.69,6.0,,2.2815,,96.60176760987359,,29.8406705162535,,15.9,,,,,15.15,9.659880239520936,12.7,8.6,7.0,,,8.0,45.0
1987-10-01,195.521573738776,,,,,33.37,,,17.37,,11.77,5.98,6.0,,2.472,,96.49402528597228,,29.8406705162535,,13.3,,,,,15.24,10.18203592814369,13.4,9.4,7.0,,,8.0,45.0
1987-11-01,329.784188183547,,,,,34.31,,,,,11.67,5.96,6.0,,2.8121,,106.2878025285972,,29.8406705162535,,14.3,,,,,15.31,10.70419161676644,13.0,8.7,7.0,,,8.0,45.0
1987-12-01,401.419369582899,,,,,34.82,,,19.14,,12.18,5.08,6.0,,2.8862,,129.3123371462974,,29.8406705162535,,22.5,,,,,15.46,10.44311377245506,12.7,9.2,7.0,,,8.0,45.0
1988-01-01,543.3119976432,,,,,33.35,,,20.45,,12.28,4.97,6.0,,2.8628,,164.4255605057195,,29.8406705162535,,16.1,,,,,16.14,10.44311377245506,12.8,9.3,7.0,,,8.0,45.0
1988-02-01,655.125518916041,,,,,34.95,,,21.67,,13.55,4.75,6.0,,3.0414,,162.0013582179411,,29.8406705162535,,8.4,,,,,16.53,13.05389221556882,12.4,9.2,7.0,,,8.0,54.0
1988-03-01,530.863829077284,,,,,35.86,,,19.05,,14.47,4.72,6.0,,3.033,,96.22466947621919,,51.106865734636,,13.5,,,,,16.62,13.3149700598802,13.3,9.4,7.0,,,8.0,54.0
1988-04-01,814.157487090042,,,,,36.75,,,18.99,,14.34,5.82,6.0,,3.3604,,66.6063046357616,,51.106865734636,,15.6,,,,,16.45,12.53173652694607,12.3,9.5,7.0,,,8.0,54.0
1988-05-01,678.41807297683,,,,,37.23,,,16.92,,15.59,6.24,6.0,,3.61,,50.4557302829621,,51.106865734636,,13.3,,,,,16.44,13.83712574850296,12.1,9.4,7.0,,,8.0,54.0
1988-06-01,806.88607624988,,,,,36.85,,,15.16,,14.05,6.5,6.0,,2.8648,,45.25177603853103,,112.909624154514,,11.4,,,,,16.13,12.53173652694607,12.1,9.6,7.0,,,8.0,54.0
1988-07-01,1312.47086778785,,,,,37.2,,,15.63,,14.83,6.29,6.0,,2.814,,45.91977844671887,,112.909624154514,,12.0,,,,,16.09,15.14251497005983,13.15,9.8,7.0,,,8.0,54.0
1988-08-01,1056.54021653731,,,,,37.22,,,14.11,,15.03,6.19,6.0,,2.3148,,47.08339554485252,,112.909624154514,,11.8,,,,,16.08,15.40359281437121,14.2,10.5,7.0,,,8.0,54.0
1988-09-01,1539.74623156823,,,,,34.21,,,14.86,,15.08,6.24,6.0,,3.3673,,47.95610836845276,,238.665884766084,,16.2,,,,,16.03,16.70898203592809,14.3,10.6,8.0,,,8.0,54.0
1988-10-01,2185.04516849546,,,,,33.79,,,15.28,,17.94,6.6,6.0,,3.3472,,49.59379169175198,,238.665884766084,,16.0,,,,,16.47,16.70898203592809,13.5,9.5,8.0,,,8.0,54.0
1988-11-01,1909.95415482693,,,,,33.85,,,12.76,,18.11,7.07,6.0,,3.1656,,54.8192944009633,,238.665884766084,,16.5,,,,,16.77,18.27544910179634,13.2,9.3,8.0,,,8.0,54.0
1988-12-01,2281.9500530005,,,,,34.25,,,13.86,,14.7,8.05,7.5,,3.9238,,61.87641661649612,,748.037121841092,,19.1,,,,,16.71,16.18682634730533,13.1,9.3,8.0,,,8.0,54.0
1989-01-01,1095.61148012679,,,,,34.23,,,,,14.07,7.88,7.5,,4.7528,,58.51485611077665,,748.037121841092,,14.058,,,,,16.64,17.23113772455084,12.3,9.3,8.0,,10.3036,8.0,54.0
1989-02-01,702.367550373186,,,,,34.98,,,,,13.74,8.12,7.5,,4.6824,,55.16406983744733,,748.037121841092,,13.4,,,,,16.64,18.01437125748497,12.5,12.2,8.0,,10.4803,8.0,54.0
1989-03-01,829.787010143299,,,,,35.23,,,,,13.66,9.18,7.5,,4.9593,,53.98967850692356,,1273.55028785503,,13.6,,,,,16.92,17.49221556886221,12.7,13.6,8.0,,10.6196,8.0,54.0
1989-04-01,270.026756643947,,,,,35.68,,,,,13.3,9.16,7.5,,4.7748,,55.73510415412404,,1273.55028785503,,12.7,,,,,17.22,17.23113772455084,15.8,13.0,8.0,,9.8611,8.0,54.0
1989-05-01,266.459146877172,,,,,35.67,,,,,11.08,9.12,7.5,,5.2965,,58.50408187838653,,1273.55028785503,,17.6,,,,,17.38,19.8419161676646,15.9,14.2,8.0,,9.75,8.0,54.0
1989-06-01,1709.38688393758,,,,,35.89,,,,,11.79,9.57,7.5,,5.4224,,62.26428898254066,,1273.55028785503,,15.3,,,,,17.24,20.8862275449101,16.0,13.0,8.0,,9.7955,8.0,54.0
1989-07-01,3005.23197353572,,,,,35.91,,,,,12.85,9.1,7.5,,4.3072,,54.64690668272128,,1273.55028785503,,13.6,,,,,17.19,20.10299401197597,15.9,14.2,8.0,,10.4671,8.0,54.0
1989-08-01,3727.25071882988,,,,,35.99,,,,,12.01,8.66,7.5,,4.5017,,40.0693702588802,,1273.55028785503,,11.4,,,,,17.04,19.8419161676646,15.8,12.4,8.0,,11.142,8.0,54.0
1989-09-01,4916.56777415614,,,,,35.62,,,,,12.02,8.43,7.5,,4.2863,,38.88420469596629,,1273.55028785503,,26.5,,,,,16.83,19.58083832335323,15.2,13.2,8.0,,10.7321,8.0,54.0
1989-10-01,10678.6890604878,,,,,35.97,,,,,12.02,8.38,7.5,,4.5067,,43.68951234196268,,1087.46985817225,,21.8,,,,,16.94,21.14730538922149,15.1,15.1,8.0,,10.3333,8.0,54.0
1989-11-01,11317.1572057215,,,,,36.62,,,,,12.04,8.43,7.5,,4.5635,,45.30564720048164,,865.613238810747,,10.5,,,,,16.92,21.93053892215562,14.9,15.4,7.0,,10.9091,8.0,54.0
1989-12-01,38341.0474693569,,,,,36.94,,,,,12.23,8.41,7.5,,4.4884,,46.42616736905479,,865.613238810747,,10.3,,,,,15.85,21.93053892215562,14.8,13.7,7.0,,12.8224,8.0,54.0
1990-01-01,49023.3720998911,,,,,36.42,,,,,10.56,8.42,7.5,,4.6996,,47.15881517158339,,1134.68712412274,,11.348,,,,,15.49,22.191616766467,14.7,11.8,7.0,,13.1136,8.0,40.0
1990-02-01,132334.739620928,,,,,36.15,,,,,9.72,8.59,7.5,,4.5674,,51.58702468392535,,1134.68712412274,,10.134,,,,,15.61,20.10299401197599,14.3,11.6,7.0,,11.2303,8.0,40.0
1990-03-01,4180.64394365691,,,,,36.65,,,,,10.12,8.69,7.5,,4.9878,,53.30012763395545,,2023.6186150528,,16.497,,,,,15.66,20.36407185628737,14.0,12.2,7.0,,6.625,8.0,40.0
1990-04-01,64.4041791872124,,,,,37.76,,,,,11.16,8.73,7.5,,5.5204,,48.72107886815172,,2023.6186150528,,17.006,,,,,16.16,21.66946107784426,14.3,15.0,7.0,,10.5083,9.5,40.0
1990-05-01,94.2704628168449,,,,,37.76,,,,,10.71,8.66,7.5,,6.0896,,43.31241420830826,,4925.26262478622,,17.606,,,,,16.166,21.14730538922151,14.9,15.2,7.0,,11.4826,9.5,40.0
1990-06-01,173.018864695666,,,,,38.23,,,,,14.5,8.63,7.5,,5.9604,,37.7852329921734,,6342.83899138936,,8.377,,,,,16.67,21.93053892215564,14.9,14.8,7.0,,14.0565,9.5,40.0
1990-07-01,371.247619154776,,,,,39.59,,,,,16.87,8.63,7.5,,6.0283,,35.64116074653823,,6342.83899138936,,10.127,,,,,16.418,19.84191616766462,14.7,14.7,7.0,,14.25,9.5,40.0
1990-08-01,270.425116725952,,,,,39.11,,,,,16.44,,,,6.1554,,34.66070559903671,,435.025010547371,,16.94,,,,,16.269,18.79760479041911,14.6,14.6,7.0,,13.6222,9.5,40.0
1990-09-01,446.867506561545,,,,,39.56,,,,,13.67,,,,6.5584,,34.53141481035518,,435.025010547371,,15.106,,,,,16.417,19.31976047904186,15.6,14.2,7.0,,16.2594,9.5,43.0
1990-10-01,524.401220347251,,,,,45.94,,,,,17.05,,,,6.6972,,32.86140878988557,,435.025010547371,,9.46,,,,,16.56,19.84191616766461,16.3,14.3,7.0,,15.7391,9.5,43.0
1990-11-01,776.570219317712,,,,,45.67,,,,,15.58,,,,6.8554,,30.78198193859118,,289.597599254697,,10.29,,,,,16.43,19.05868263473048,16.0,14.9,7.0,,13.688,12.0,45.0
1990-12-01,1082.84035188906,,,,,46.45,,,,,21.2,,,,6.6964,,32.74289223359419,,289.597599254697,,36.21,,,54.3,,15.96,19.58083832335324,16.0,15.0,7.0,,13.875,12.0,45.0
1991-01-01,886.928710604941,,,,,43.89,,,,,17.61,,,,6.7888,,29.33823479831425,,249.845059693563,,11.97,,,50.2,,16.0,19.05868263473048,16.0,13.4,7.0,,15.6449,12.0,45.0
1991-02-01,121.459501503604,,,,,42.99,,,,,20.38,,,,6.489,,28.75642624924743,,249.845059693563,,12.578,,,67.4,,15.58,19.31976047904186,16.0,14.2,7.0,,13.9145,12.0,48.0
1991-03-01,180.956983207884,,,,,44.48,,,,,26.9,,7.5,,6.4788,,27.90526189042743,,249.845059693563,,14.724,,,60.1,,15.64,18.53652694610772,16.0,14.5,7.0,,11.3512,12.0,48.0
1991-04-01,202.729066458364,,,,,45.99,,,,,17.73,,7.5,,6.7296,,27.58203491872364,,682.363583881345,,10.403,,,63.2,,15.83,17.75329341317358,16.3,15.0,7.0,,10.1563,12.0,48.0
1991-05-01,199.105420110085,,,,,44.69,,,,,11.28,,7.5,,6.956,,26.84938711619504,,429.468764311081,,17.997,,,58.4,,16.01,18.01437125748496,16.2,15.8,7.0,,12.075,12.0,48.0
1991-06-01,224.975812327201,,,,,44.54,,,,,11.29,,7.5,,6.9617,,24.13428055388318,,564.787340888449,,11.433,,,56.1,,16.31,17.4922155688622,16.4,19.2,7.0,,16.2,12.0,48.0
1991-07-01,306.192644331678,,,,,45.49,,,,,11.51,,7.5,,7.0062,,22.7982757375075,,628.759262510912,,16.517,,,52.8,,16.43,17.75329341317358,16.4,18.4,7.0,,13.8274,12.0,48.0
1991-08-01,478.431580855805,,,,,46.32,,,,,12.16,,7.5,,7.4423,,27.47429259482236,,121.708344028117,,21.164,,,39.2,,16.79,17.75329341317358,16.6,19.0,7.0,,8.9384,12.0,48.0
1991-09-01,772.19120892954,,,,,47.27,,,,,12.72,,7.5,,7.77,,26.09519084888619,,43.2419419569891,,20.442,,,37.3,,16.84,17.23113772455083,16.9,19.7,7.0,,9.3363,11.0,48.0
1991-10-01,1493.59537997559,,,,,46.09,,,,,12.2,,7.5,,7.7537,,23.03530885009028,,35.595184449015,,15.868,,,38.7,,17.21,16.97005988023946,17.0,18.2,7.0,,6.1781,11.0,48.0
1991-11-01,2809.62184455776,,,,,45.97,,,,,12.69,,7.5,,7.6952,,22.0656279349789,,34.4888824246297,,20.026,,,39.0,,16.83,16.70898203592808,16.9,19.7,7.0,,6.9702,11.0,48.0
1991-12-01,2494.26431918466,,,,,44.98,,,,,12.43,,7.5,,7.6784,,18.79780325105356,,67.65093659631,,14.854,,,36.7,,16.66,16.70898203592808,16.8,17.2,7.0,,9.2368,11.0,48.0
1992-01-01,2035.50173817342,,,,,40.69,,,,,12.88,,7.5,,7.9446,,18.67174473208909,,35.436632241544,,14.509,,,35.2,,16.65,16.70898203592808,16.7,14.3,7.0,,6.5,11.0,48.0
1992-02-01,1976.68973479209,,,,,36.86,,,,,12.58,,7.5,7.808,7.9805,,17.10948103552076,,26.8241794562542,,14.944,,,35.0,,16.86,16.52100598802389,16.2,14.2,7.0,,6.0855,11.0,48.0
1992-03-01,1637.38666858862,,,,,36.28,,,,,12.84,,7.5,7.835,7.8658,,15.35328115593015,,27.1229113152252,,14.892,,,33.0,,16.41,16.15549700598797,16.2,14.7,7.0,,3.858,11.0,48.0
1992-04-01,1211.28428665115,,,,,34.75,,,,,12.16,,7.5,8.093,7.8171,,15.89199277543647,,26.8241794562542,,14.058,,,35.4,,16.26,15.75865868263467,16.2,14.9,7.0,,7.125,11.0,48.0
1992-05-01,1099.11638487169,,,,,32.27,,,,,11.9,,7.5,8.087,8.0646,,17.05560987357012,,41.5826272508502,,17.736,,,32.1,,15.97,14.90232335329335,16.1,14.9,7.0,,7.8235,11.0,48.0
1992-06-01,1257.734754609,,,,,29.75,,,,,11.87,,7.5,8.05,7.9888,,19.71684527393134,,34.4888824246297,,15.527,,,31.3,,15.98,14.42194011976041,16.1,14.9,7.0,,8.0398,11.0,48.0
1992-07-01,1533.52280110154,,,,,28.89,,,,,12.06,,7.5,7.897,7.7338,,19.19968211920527,,39.4518595381289,,17.55,,,26.7,,15.29,16.64632335329333,15.7,14.9,7.0,,5.375,11.0,48.0
1992-08-01,1447.15965802445,,,,,32.32,,,,,11.52,,7.5,7.83,7.8432,,21.97943407585789,,33.2346722677354,,16.895,,,25.7,,14.38,13.48205988023945,14.5,14.9,7.0,,7.7315,11.0,48.0
1992-09-01,1773.51891089004,,,,,32.32,,,23.5,,11.37,,7.5,7.74,7.96,,23.13227694160142,,23.5803322361809,,20.075,,,27.8,,14.18,13.53427544910173,14.3,14.9,7.0,,9.0284,11.0,48.0
1992-10-01,1867.17595337348,,,,,34.61,,,23.5,,11.65,,7.5,7.726,7.9365,,24.46828175797709,,23.1439314944789,,15.165,,,21.8,,13.86,13.40895808383227,13.4,12.0,7.0,,8.411,11.0,48.0
1992-11-01,1563.2781691438,,,,,33.9,,,25.0,,11.4,9.28,7.5,7.48,7.906,,24.98544491270316,,26.3772880785023,,14.411,,,23.4,,14.54,12.78237125748497,12.4,13.4,7.0,,5.753,11.0,48.0
1992-12-01,1489.04640523518,,,,,34.42,,,24.5,,11.7,9.2,7.5,7.291,7.9623,,26.35377242624922,,48.4997667692858,,23.212,,,26.5,,14.9,12.5421796407185,13.2,13.8,7.0,,7.4594,11.0,48.0
1993-01-01,1930.71325019871,,,,,33.27,,13.6,24.5,,11.49,9.0,7.5,7.26,7.8791,,23.96189283564116,,60.1032218567677,,13.225,,,18.1,,14.65,12.43774850299395,12.8,12.4,5.0,,7.6313,11.0,48.0
1993-02-01,2003.94803103199,,,,,33.29,,14.47,24.5,,10.78,8.49,7.5,7.05,7.5565,,22.28111258278143,,34.4888824246297,,12.558,,,23.8,,14.36,11.45609580838318,12.34,11.06,5.0,,6.525,11.0,48.0
1993-03-01,1900.58266383538,,,,,33.8,,15.22,24.5,,11.35,8.28,7.5,7.02,7.5,,21.6131101745936,,34.4888824246297,,11.271,,,24.3,,14.49,11.38299401197599,11.5,11.0,5.0,,10.2102,11.0,48.0
1993-04-01,2346.38078058116,,,14.7071911538915,,33.71,,18.89,24.38,,10.72,8.17,7.0,6.92,7.4477,,20.1478145695364,,34.4888824246297,,10.8805,,,24.0,,15.03,11.53964071856282,11.1,10.7,5.0,,9.4965,11.0,48.0
1993-05-01,2430.90450356778,,,25.3401494152225,,33.42,,16.9,23.88,,11.04,7.56,7.0,6.75,7.2961,,20.39562191450931,,33.3908600160376,,10.4529,,,21.9,,14.92,11.57097005988019,11.3,11.2,5.0,,7.6743,10.0,48.0
1993-06-01,2675.44511872352,,,27.5722186722165,,33.48,,15.06,23.38,,8.17,7.45,7.0,6.43,7.1663,,18.02529078868149,,30.6049989887568,,10.1171,,,28.6,,14.68,11.24723353293408,11.8,13.2,5.0,,8.628,10.0,48.0
1993-07-01,2889.71047259539,,,13.0848004136224,,32.34,,12.81,22.88,,6.68,7.27,6.75,6.15,7.2619,,18.02529078868149,,49.0178639954324,,10.9693,,,28.3,,14.24,11.24723353293408,12.2,14.4,5.0,,6.9435,10.0,48.0
1993-08-01,3448.86301151044,,,19.703247639496,,31.44,,12.45,22.25,,5.68,7.08,6.75,6.14,6.9288,,18.26232390126427,,59.3658450454116,,19.5141,,,24.3,,13.85,11.71717365269456,12.2,13.6,5.0,,6.9281,10.0,48.0
1993-09-01,4360.55357608157,,,36.8697406982692,,31.37,,11.33,22.25,,7.7,6.86,6.25,6.1,6.625,,16.74315713425644,,20.1284597785383,,11.9491,,,24.8,,13.29,11.66495808383229,13.05,12.6,5.0,,5.1477,9.0,48.0
1993-10-01,4838.93239440931,,,22.5642612142678,,31.9,,10.27,22.25,,7.06,6.46,6.25,5.65,6.8362,,15.71960505719443,,26.8241794562542,,15.2495,,,27.1,,13.07,11.382994011976,12.39,12.09,5.0,,2.4094,9.0,48.0
1993-11-01,4830.37457562442,,,45.256642515243,,32.48,,8.8,22.25,,7.09,6.4,5.75,5.48,6.4764,,16.18289704996987,,19.9865688044931,,14.9241,,,23.7,,12.69,10.06716167664667,12.29,11.5,5.0,,2.3665,9.0,48.0
1993-12-01,5756.83321650121,,,7.95618707200734,,33.49,,8.0,22.25,,6.13,6.13,5.75,5.25,6.2546,,13.41391932570738,,28.6262693364389,,24.0745,,,25.2,,12.34,10.01494610778439,12.0,11.7,5.0,,4.5374,9.0,48.0
1994-01-01,7066.02751555522,,,9.25048113427391,,32.82,,8.61,22.0,,7.13,6.03,5.75,4.6,3.598,,12.30417338952435,,19.5618171461534,,12.94,,,28.9,,12.21,10.23425149700595,11.9,10.5,5.0,,6.9219,9.0,56.0
1994-02-01,6615.72818862274,,,21.2691369789704,,32.26,,9.0,21.25,,7.57,5.95,5.75,4.55,4.2052,,10.28939193257072,,18.9976255788459,,20.1045,,,25.4,,12.8,9.962730538922118,11.9,11.0,5.0,,7.5559,9.0,56.0
1994-03-01,9609.67805540755,,,10.4274913828344,,32.34,,9.16,20.38,,7.07,5.99,5.75,4.48,4.3348,,10.28939193257072,,15.3894624182583,,15.0023,,,27.7,,12.99,9.983616766467028,12.1,12.0,5.0,,7.2364,9.0,56.0
1994-04-01,9665.52841524591,,,21.6994444443924,,32.31,,8.59,20.0,,9.46,6.01,5.75,4.65,4.1654,,19.53368332329918,,15.3894624182583,,20.2488,,,24.8,,13.24,10.56843113772451,12.1,11.7,5.0,,5.5221,9.0,79.0
1994-05-01,10944.3607719612,,,13.0848004136224,,33.21,,7.75,20.38,,9.14,6.05,5.75,4.79,3.8878,,21.02052739313663,,15.3894624182583,,23.3018,,,18.5,,13.76,11.268119760479,12.0,11.2,5.0,,8.3487,9.0,79.0
1994-06-01,13533.008929936,,,26.0801629291282,,35.25,,6.98,20.75,,9.33,6.01,5.75,4.75,4.1383,,18.91955207706199,,15.3894624182583,,12.895,,,23.6,,14.46,10.82950898203589,11.9,12.8,5.0,,10.1392,9.0,79.0
1994-07-01,121.957442839087,,,13.0848004136224,,36.15,,7.97,21.13,,10.58,6.01,5.75,4.75,4.1281,,20.34175075255868,,16.9035728038329,,13.5219,,,19.4,,15.11,10.44311377245505,12.0,12.7,5.0,,9.4934,9.0,63.0
1994-08-01,63.2720967185108,,,14.4353196047725,,37.69,,8.23,21.5,,10.63,6.11,6.25,5.05,4.0816,,18.60709933774833,,16.3508927003142,,10.2787,,,18.4,,15.87,10.00450299401194,12.2,15.8,5.0,,5.5682,9.0,63.0
1994-09-01,56.9908164856244,,,21.6994444443924,,37.84,,8.88,21.5,,11.06,6.54,6.5,5.15,3.9535,,17.43270800722456,,18.1559128918119,,8.6792,,,25.0,,16.89,10.2238083832335,12.4,12.7,5.0,,6.983,9.5,63.0
1994-10-01,53.2226804054052,,,12.8164561439235,,39.53,,10.22,20.67,,11.48,6.74,6.5,5.85,4.34,,16.99096447922938,,18.1559128918119,13.25,8.6109,,,23.4,,16.91,11.4560958083832,12.7,11.6,5.0,,5.5688,9.5,55.0
1994-11-01,61.4011611306839,,,14.1640388469958,,42.69,,11.22,19.83,,11.45,6.95,7.0,6.45,4.6536,,18.68251896447923,,18.1559128918119,,10.3246,,,23.6,,16.94,11.32033532934129,12.9,12.9,5.0,,6.5795,9.5,55.0
1994-12-01,56.4473611484339,,,13.8933477132203,,44.9,,12.65,19.0,,11.93,7.33,7.0,6.3,4.9138,,28.48707043949428,,16.0754517722998,13.25,11.9551,,,21.08,,16.8,12.07223952095806,13.5,14.5,5.0,,7.0844,9.5,55.0
1995-01-01,48.8449811058256,,,10.0338693716146,,39.28,,11.46,19.0,,11.78,7.31,7.0,6.8,4.7963,,43.68951234196267,,15.25271130592,12.25,9.169,,,26.6,,17.02,12.12445508982034,13.9,15.6,5.0,,12.4286,9.5,55.0
1995-02-01,46.7846778221791,,,14.8433488405669,,41.25,,10.74,18.5,,13.45,7.32,7.0,6.65,5.0782,,48.80727272727273,,13.0848004136224,13.5,11.1068,,,27.0,,16.82,12.17667065868262,14.2,15.3,5.0,,13.1974,9.5,55.0
1995-03-01,64.9729145544772,,,12.682503013197,17.35,42.21,,10.38,18.25,,12.94,7.32,7.0,6.54,5.1744,,89.48,,16.2130974325867,,20.5104,,,27.6,,16.72,12.37508982035927,14.0,12.2,5.0,,14.2582,10.5,55.0
1995-04-01,64.9729145544772,,,14.1640388469958,32.86,42.69,,10.37,18.0,,15.27,7.38,7.25,6.54,5.3504,,85.22,,18.9976255788459,16.0,21.3757,,,26.4,,16.82,13.03300598802394,13.5,12.9,5.0,,13.082,10.5,55.0
1995-05-01,64.7831360223648,,,13.3537296586903,20.43,41.78,,10.36,17.58,,15.33,7.58,7.25,6.5,5.4691,,60.45,,19.5618171461534,14.875,11.2186,,,26.1,,16.95,13.65959281437125,13.5,13.8,5.0,,10.8408,10.5,55.0
1995-06-01,60.8437249475225,,,13.6232450381824,20.88,41.02,,10.77,17.24,,14.78,7.63,7.25,6.2,5.6032,,49.5,,20.8402246241218,,9.8592,,,26.1,,16.78,13.42984431137723,13.2,12.8,5.0,,9.5,10.5,52.0
1995-07-01,60.4730818653862,,,14.5711814573743,17.76,37.18,,11.64,16.72,,13.51,7.52,7.25,6.2,5.5027,,43.0,,20.5550560840217,13.0,8.8346,,,25.9,,16.62,13.9728862275449,12.8,11.3,5.0,,6.9719,10.5,52.0
1995-08-01,57.1723524614844,,,15.9379555717734,20.88,36.13,,11.27,16.19,,11.84,7.48,7.25,6.35,5.7276,,37.6,,19.5618171461534,12.625,7.4258,,,25.8,,15.96,14.13997604790418,12.1,11.7,5.0,,9.4563,10.5,50.0
1995-09-01,47.9833212064614,,,27.8725651353692,24.25,37.08,,11.02,15.72,,13.84,7.49,7.25,6.5,5.6604,,35.48,,17.5978068770078,13.75,8.3829,,,24.08,,15.49,14.19219161676646,11.2,11.4,5.0,,11.3036,10.5,50.0
1995-10-01,44.0782668091149,,,13.3537296586903,15.73,36.38,,11.15,15.56,,13.65,7.6,7.25,6.73,6.0064,,42.61,8.75,17.0421183285663,13.75,9.2237,,,24.8,,15.15,14.52637125748502,10.8,11.2,5.0,,8.6548,10.5,50.0
1995-11-01,40.5955150195698,,,16.3508927003142,24.68,36.64,,11.26,15.4,,13.13,7.46,7.25,6.55,6.3404,,57.43,9.3,15.6634109599371,14.75,11.8695,,,24.8,,14.39,14.71434730538921,10.4,11.4,5.0,,11.5597,10.5,50.0
1995-12-01,38.9643371436778,,,7.95618707200734,39.24,40.42,,10.93,15.35,,14.14,7.07,7.25,6.5,6.4816,,51.36,10.88,18.4358754343603,14.25,14.1294,,,24.7,,14.56,15.49758083832334,9.2,11.2,5.0,,10.2895,10.5,50.0
1996-01-01,35.7539067851606,,,10.4274913828344,26.74,39.52,,10.64,15.3,,13.08,6.63,7.25,6.45,6.5212,,42.66,13.17,16.2130974325867,14.25,14.0456,,,22.5,,13.77,14.94409580838322,10.0,10.5,5.0,,7.06,10.5,50.0
1996-02-01,32.146043272604,,,10.6906226923436,32.27,40.1,,10.87,15.3,,13.21,6.93,7.25,6.35,7.1465,,40.11,10.47,14.4353196047722,13.75,14.0712,,,22.7,,14.1,14.8814371257485,10.7,10.8,5.0,,8.26,10.5,50.0
