TIME_PERIOD,AED,BRL,CLP,CNY,COP,EUR,HUF,IDR,INR,KRW,KWD,MXN,MYR,PEN,PHP,PLN,QAR,SAR,THB,TRY,TWD,USD,XDR,ZAR
4/6/2003,,,,,2946.79,,,,,,,,,,,,,,,,,1,,
4/7/2003,3.6725,3.19003969,721.54,8.27698,2946.79,0.945001,231.374031,8886.023436,47.404082,1257.597808,0.30064,10.64657,3.801077,3.4685,53.290493,4.089492,3.64,3.7503,43.262238,1.651861652,34.85258,1,0.7384,8.075033
4/8/2003,3.6725,3.139962477,718.81,8.277017,2942.41,0.938086,229.577861,8873.752345,47.390244,1253.395872,0.30064,10.706473,3.798405,3.4665,52.803002,4.057692,3.64,3.7502,43.06182,1.638836773,34.802064,1,0.7356,8.05122
4/9/2003,3.6725,3.184230125,719.96,8.277043,2938.32,0.930925,227.471607,8865.741947,47.446472,1249.804506,0.30031,10.805995,3.800503,3.467,52.582387,3.98706,3.64,3.7502,42.986036,1.649599702,34.814746,1,0.7338,7.922454
4/10/2003,3.6725,3.221008792,721.78,8.277001,2920.4,0.925497,226.006478,8850.550671,47.347524,1229.745488,0.30031,10.814253,3.798982,3.4665,52.510875,3.935215,3.64,3.7502,42.878112,1.652938454,34.757057,1,0.7323,7.782601
4/11/2003,3.6725,3.217140196,725.04,8.277038,2911.74,0.931532,227.722403,8882.878435,47.359106,1229.548207,,10.696507,3.802329,3.4645,52.40708,3.956032,3.64,3.7502,42.991057,1.646949231,34.813228,1,0.7333,7.814998
4/12/2003,,,,,2923.07,,,,,,,,,,,,,,,,,1,,
4/13/2003,,,,,2923.07,,,,,,,,,,,,,,,,,1,,
4/14/2003,3.6725,3.185526683,723,8.276986,2923.07,0.931359,228.667225,8853.674211,47.345627,1224.001118,0.30031,10.602775,3.799665,3.46,52.57055,3.960324,3.64,3.7502,42.906026,1.630809351,34.803018,1,0.7335,7.825091
4/15/2003,3.6725,3.160979228,720.49,8.276984,2931.69,0.9273,227.299703,8841.682122,47.306194,1217.45178,0.30031,10.644288,3.799611,3.462,52.360905,3.931287,3.64,3.7503,42.916079,1.616283383,34.808976,1,0.7328,7.734978
4/16/2003,3.6725,3.064507198,718.68,8.277039,2919.58,0.92285,226.698044,8807.096715,47.297896,1213.002953,0.30031,10.595976,3.799834,3.459,52.272979,3.954596,3.64,3.7503,42.818106,1.613141381,34.795127,1,0.7312,7.674972
4/17/2003,3.6725,3.094139194,715.11,8.277015,2918.01,0.915751,224.697802,8727.802198,47.305861,1206.401099,0.29942,10.593864,3.80119,,52.192308,3.9087,3.64,3.7502,42.793773,1.608058608,34.790293,1,0.7282,7.569963
4/18/2003,3.6725,,,,2918.01,,,,,,,,,,,,3.64,3.7502,,,,1,0.7294,
4/19/2003,,,,,2918.01,,,,,,,,,,,,,,,,,1,,
4/20/2003,,,,,2918.01,,,,,,,,,,,,,,,,,1,,
4/21/2003,3.6725,,713.73,,2918.01,,,,,,0.29982,,,3.459,,,3.64,3.7503,,,,1,0.7314,
4/22/2003,3.6725,3.062984231,714.38,8.277003,2920.04,0.911494,224.446267,8751.554097,47.383101,1222.996992,0.29982,10.583994,3.805031,3.4575,52.544891,3.891168,3.64,3.7502,42.776502,1.600583356,34.860997,1,0.7273,7.558017
4/23/2003,3.6725,3.041027047,716.45,8.276955,2916.03,0.913743,224.442617,8729.605263,47.338268,1218.951023,0.29982,10.565515,3.79989,3.4615,52.49269,3.892818,3.64,3.7502,42.758041,1.614583333,34.8072,1,0.7284,7.556469
4/24/2003,3.6725,3.004542151,712.51,8.27698,2911,0.90843,223.301235,8733.421148,47.301962,1220.50327,0.29982,10.463118,3.799328,3.4615,52.815225,3.903525,3.64,3.7502,42.772257,1.595203488,34.850109,1,0.7259,7.292787
4/25/2003,3.6725,3.027339834,709.32,8.277044,2908.25,0.911328,223.940581,8743.588809,47.374465,1237.902123,,10.406726,3.801604,3.464,53.096692,3.898022,3.64,3.7502,43.08767,1.59391233,34.961269,1,0.7275,7.335004
4/26/2003,,,,,2912.83,,,,,,,,,,,,,,,,,1,,
4/27/2003,,,,,2912.83,,,,,,,,,,,,,,,,,1,,
4/28/2003,3.6725,3.000544218,712.06,8.277007,2912.83,0.907029,222.721088,8734.040816,47.333333,1222.702948,0.2993,10.411791,3.798277,3.4645,52.87619,3.876644,3.64,3.7502,42.895601,1.586394558,34.926984,1,0.7251,7.121179
4/29/2003,3.6725,2.960021906,710.16,8.277017,2900,0.912742,224.242424,8717.43337,47.394122,1217.497262,0.2993,10.379883,3.804399,3.46,52.885177,3.888007,3.64,3.7502,42.979007,1.590909091,34.93337,1,0.7269,7.203541
4/30/2003,3.6725,2.885544875,705.32,8.276974,2887.82,0.898392,220.761836,8672.338514,47.323691,1215.24571,0.29899,10.284161,3.799479,3.462,52.528075,3.834337,3.64,3.7502,42.84925,1.572185787,34.843231,1,0.7226,7.193514
5/1/2003,3.6725,,,,2868.43,,,,,,0.29899,,,,,,3.64,3.7502,,,,1,0.7205,
5/2/2003,3.6725,2.911024112,704.42,8.276982,2868.43,0.889759,218.74722,8651.259009,47.259543,1212.296468,,10.242103,3.795978,3.4636,52.493994,3.776582,3.64,3.7502,42.709405,1.535723819,34.752202,1,0.7185,7.439986
5/3/2003,,,,,2865.94,,,,,,,,,,,,,,,,,1,,
5/4/2003,,,,,2865.94,,,,,,,,,,,,,,,,,1,,
5/5/2003,3.6725,2.958013906,700.72,8.276966,2865.94,0.891424,218.407916,8582.501337,47.300767,1212.497771,0.29869,10.181494,3.800053,3.467,52.375646,3.77857,3.64,3.7502,42.695044,1.528793011,34.800321,1,0.7183,7.330094
5/6/2003,3.6725,3.036318759,699.81,8.276975,2858.37,0.881523,216.070169,8601.90409,47.240832,1204.002116,0.29869,10.22232,3.800952,3.4725,52.286671,3.767807,3.64,3.7502,42.594411,1.530324401,34.754055,1,0.7164,7.365039
5/7/2003,3.6725,3.004463114,701.2,8.276976,2856.98,0.87512,214.308217,8497.663429,47.203115,1199.002363,0.29832,10.245646,3.797847,3.4735,51.996149,3.791021,3.64,3.7502,42.500831,1.531460576,34.69152,1,0.7143,7.334296
5/8/2003,3.6725,2.924529952,696.29,8.276957,2866.06,0.874508,214.228247,8546.873634,47.267162,1198.801924,0.29877,10.240227,3.800875,3.473,52.086576,3.771229,3.64,3.7502,42.449322,1.517271535,34.725842,1,0.7149,7.302492
5/9/2003,3.6725,2.896999826,694.98,8.276993,2848.41,0.872144,213.788592,8560.003489,47.149834,1200,,10.105529,3.800017,3.474,52.275423,3.778127,3.64,3.7502,42.575004,1.499215071,34.774987,1,0.7126,7.255015
5/10/2003,,,,,2840.04,,,,,,,,,,,,,,,,,1,,
5/11/2003,,,,,2840.04,,,,,,,,,,,,,,,,,1,,
5/12/2003,3.6725,2.872467017,695.04,8.276968,2840.04,0.862292,211.416746,8415.00388,47.150125,1195.498836,0.29841,10.143485,3.800034,3.4735,52.045357,3.748556,3.64,3.7502,42.375011,1.502974907,34.715013,1,0.7096,7.368802
5/13/2003,3.6725,2.859003299,696.53,8.276958,2833.86,0.868206,212.432714,8437.62806,47.148811,1199.49644,0.29841,10.21818,3.802309,3.475,52.156624,3.765584,3.64,3.7503,42.370724,1.495051224,34.740406,1,0.7116,7.367078
5/14/2003,3.6725,2.889990434,694.22,8.276981,2813.6,0.869641,212.896774,8450.369597,47.147578,1200,0.29841,10.128707,3.800157,3.474,52.162797,3.765719,3.64,3.7503,42.221845,1.484476911,34.691712,1,0.7118,7.479955
5/15/2003,3.6725,2.917001222,698.87,8.277012,2821.08,0.872753,213.606214,8453.325188,47.128644,1196.299529,,10.350585,3.801536,3.474,52.095479,3.776401,3.64,3.7501,42.041543,1.485425031,34.658754,1,0.7109,7.887502
5/16/2003,3.6725,2.987208493,707.02,8.276975,2827.99,0.870171,213.296206,8462.582666,47.146711,1199.852071,,10.362165,3.801166,3.4745,52.611382,3.770884,3.64,3.7501,42.157849,1.495823181,34.718065,1,0.7121,7.769405
5/17/2003,,,,,2816.46,,,,,,,,,,,,,,,,,1,,
5/18/2003,,,,,2816.46,,,,,,,,,,,,,,,,,1,,
5/19/2003,3.6725,2.941984209,708.72,8.277034,2816.46,0.858222,210.444559,8408.196018,46.930141,1192.499142,0.29808,10.307329,3.799262,3.482,52.414178,3.719276,3.64,3.7501,42.065997,1.490731205,34.614658,1,0.7052,7.810247
5/20/2003,3.6725,2.992528341,709.88,8.276967,2874.77,0.858811,210.503263,8389.282034,46.875644,1200,0.29849,10.321195,3.799725,3.488,52.791137,3.716335,3.64,3.7502,42.106407,1.461697011,34.685675,1,0.7074,7.808829
5/21/2003,3.6725,3.020532124,,8.277013,2909.83,0.855505,210.351613,8315.364873,46.838053,1194.251005,0.29849,10.232355,3.799042,3.4885,52.611857,3.732484,3.64,3.7503,41.939259,1.456925314,34.645393,1,0.7055,7.779964
5/22/2003,3.6725,2.986006826,713.73,8.276962,2912.46,0.853242,209.769625,8338.916382,46.882253,1195.298635,0.29849,10.195307,3.801792,3.49,52.849829,3.709471,3.64,3.7503,41.96971,1.475255973,34.703925,1,0.7066,7.859983
5/23/2003,3.6725,2.981255301,708.84,8.277014,2905.91,0.848176,208.710772,8271.407973,46.877863,1194.003393,,10.256743,3.800679,3.4905,52.68363,3.687447,3.64,3.7503,41.90212,1.465648855,34.719254,1,0.704,7.83503
5/24/2003,,,,,2868.37,,,,,,,,,,,,,,,,,1,,
5/25/2003,,,,,2868.37,,,,,,,,,,,,,,,,,1,,
5/26/2003,3.6725,2.914754931,705.3,8.276983,2868.37,0.846525,208.228223,8175.349192,46.892407,1199.0011,0.29849,10.267417,3.80022,3.4895,52.796919,3.678998,3.64,3.7503,41.796749,1.457716076,34.705833,1,0.704,7.895031
5/27/2003,3.6725,3.004453407,704.8,8.277036,2868.37,0.840266,206.554071,8178.632048,46.842282,1198.495925,0.29814,10.281573,3.799345,3.4915,52.866146,3.676246,3.64,3.7503,41.613058,1.453659356,34.702126,1,0.7012,7.988824
5/28/2003,3.6725,3.025983984,708.89,8.276964,2850.03,0.851934,209.899472,8240.356108,46.942409,1200.451525,0.29814,10.443432,3.800222,3.4995,53.097632,3.715028,3.64,3.7503,41.816749,1.451695348,34.727381,1,0.7067,8.265037
5/29/2003,3.6725,3.012334127,712.22,8.276965,2874.91,0.850629,212.589316,8355.333447,47.030453,1207.000681,0.29914,10.381167,3.802484,3.495,53.258761,3.745492,3.64,3.7503,41.876744,1.457128275,34.792446,1,0.7063,8.183906
5/30/2003,3.6725,2.941211301,710.12,8.277026,2855.88,0.845881,211.241753,8314.574522,47.075791,1205.997293,,10.309423,3.802149,3.495,53.274404,3.727965,3.64,3.7503,41.692945,1.427846388,34.727626,1,0.7043,8.074015
5/31/2003,,,,,2853.33,,,,,,,,,,,,,,,,,1,,
6/1/2003,,,,,2853.33,,,,,,,,,,,,,,,,,1,,
6/2/2003,3.6725,2.967957505,714.1,8.276988,2853.33,0.856751,216.004112,8266.372515,47.161583,1205.448938,0.29914,10.31794,3.802947,3.492,53.266792,3.765336,3.64,3.7503,41.682145,1.422206991,34.721556,1,0.7077,8.138965
6/3/2003,,2.979783332,710.25,8.276977,2853.33,0.853024,216.454832,8216.053911,46.95641,1201.450141,0.29914,10.226307,3.800563,3.493,53.132304,3.748699,3.64,3.7503,41.680372,1.439051437,34.689073,1,0.7073,8.040007
6/4/2003,3.6725,2.894961937,712.96,8.276965,2846.16,0.855359,225.38705,8151.116243,46.861688,1200.402019,0.29914,10.278248,3.799333,3.488,53.235822,3.793345,3.64,3.7503,41.657942,1.427593876,34.678813,1,0.7075,8.134633
6/5/2003,3.6725,2.91626327,713.16,8.277028,2849.71,0.849257,223.804671,8217.214437,46.87983,1200.246285,0.29914,10.579448,3.798726,3.4835,53.322293,3.779193,3.64,3.7503,41.555924,1.447983015,34.648832,1,0.7076,8.040425
6/6/2003,3.6725,2.906882248,716.86,8.276983,2839.21,0.846525,220.519766,8190.781343,46.729027,1200.296284,,10.545416,3.786506,3.482,53.150766,3.712859,3.64,3.7503,41.422247,1.4280877,34.537374,1,0.7029,8.037247
6/7/2003,,,,,2828.2,,,,,,,,,,,,,,,,,1,,
6/8/2003,,,,,2828.2,,,,,,,,,,,,,,,,,1,,
6/9/2003,3.6725,2.877451816,712.25,8.276991,2828.2,0.852806,223.051339,8189.24612,46.850588,1196.111206,0.29914,10.738103,3.80087,3.483,53.356643,3.767013,3.64,3.7503,41.703906,1.414804707,34.668259,1,0.7065,8.034368
6/10/2003,3.6725,2.862979742,716.56,8.277032,2818.5,0.854774,221.728353,8210.000855,46.739892,1194.349944,0.29914,10.646551,3.800068,3.4875,53.325071,3.814856,3.64,3.7503,41.825028,1.42661766,34.676468,1,0.7059,8.014788
6/11/2003,3.6725,2.868743616,717.4,8.276983,2809.63,0.851209,219.399047,8227.647259,46.648791,1195.301328,0.29914,10.650494,3.798264,3.484,53.449949,3.777664,3.64,3.7503,41.750426,1.428328226,34.66207,1,0.7045,7.947906
6/12/2003,3.6725,2.843531618,717.11,8.276973,2821.27,0.852224,220.257372,8259.655701,46.637975,1193.301517,0.29878,10.560082,3.799813,3.4805,53.573377,3.797085,3.64,3.7504,41.678285,1.418953469,34.664224,1,0.7039,7.992074
6/13/2003,3.6725,2.854225172,708.31,8.276998,2832.2,0.850991,221.010978,8213.956259,46.664114,1191.949621,,10.61816,3.799592,3.4735,53.517998,3.770658,3.64,3.7503,41.624713,1.414347715,34.638754,1,0.7037,7.833972
6/14/2003,,,,,2821.61,,,,,,,,,,,,,,,,,1,,
6/15/2003,,,,,2821.61,,,,,,,,,,,,,,,,,1,,
6/16/2003,3.6725,2.838535515,,8.277037,2821.61,0.843597,220.28851,8199.654125,46.658512,1190.197402,0.29878,10.554075,3.799899,3.4695,53.372701,3.713093,3.64,3.7504,41.518306,1.414712333,34.592543,1,0.7008,7.827147
6/17/2003,3.6725,2.872255658,707.9,8.27702,2818.62,0.847673,222.683733,8183.266932,46.530474,1183.995931,0.29878,10.479274,3.799186,3.4715,53.41358,3.728575,3.64,3.7504,41.521234,1.417309485,34.509621,1,0.7026,7.792659
6/18/2003,3.6725,2.868963159,705.24,8.277032,2828.96,0.854774,227.25874,8232.70365,46.579195,1184.896145,0.29878,10.532439,3.800325,3.4725,53.395162,3.756731,3.64,3.7503,41.638602,1.418069921,34.542269,1,0.7047,7.960082
6/19/2003,3.6725,2.887258687,705.95,8.276963,2829.42,0.858001,228.296868,8242.565423,46.555985,1196.499357,0.29878,10.623423,3.800515,3.4715,53.332475,3.8284,3.64,3.7503,41.625397,1.428571429,34.616903,1,0.7074,7.991506
6/20/2003,3.6725,2.895238095,707.19,8.276963,2827.4,0.858001,224.856285,8225.705706,46.554269,1190.553411,,10.489404,3.800343,3.4705,53.379665,3.79408,3.64,3.7505,41.603604,1.415701416,34.592879,1,0.7057,7.925354
6/21/2003,,,,,2826.36,,,,,,,,,,,,,,,,,1,,
6/22/2003,,,,,2826.36,,,,,,,,,,,,,,,,,1,,
6/23/2003,3.6725,2.892538348,705.75,8.276974,2826.36,0.866626,225.582806,8234.2924,46.621891,1190.250455,0.29956,10.520929,3.798596,3.474,53.334778,3.837421,3.64,3.7505,41.538782,1.431666522,34.57492,1,0.7095,7.955109
6/24/2003,3.6725,2.860959792,705.46,8.277043,2826.36,0.864678,225.283182,8219.645482,46.518807,1192.503243,0.29956,10.45802,3.799827,3.4755,53.418072,3.858193,3.64,3.7505,41.523217,1.440553394,34.575011,1,0.7095,7.884133
6/25/2003,3.6725,2.865985629,703.12,8.277032,2815.26,0.865726,225.720717,8223.357285,46.562202,1187.195914,0.29956,10.488962,3.80019,3.479,53.32785,3.8646,3.64,3.7505,41.501861,1.440567916,34.55545,1,0.7082,7.727643
6/26/2003,3.6725,2.873250525,703.89,8.277029,2806.96,0.874738,230.029741,8264.275717,46.51592,1186.703989,0.29956,10.510584,3.799685,3.4765,53.320504,3.907015,3.64,3.7505,41.65133,1.443317005,34.573128,1,0.7112,7.649143
6/27/2003,3.6725,2.903969158,703,8.276965,2812.28,0.876194,233.286603,8277.175151,46.362919,1194.401122,,10.448261,3.801016,3.476,53.639709,3.916586,3.64,3.7505,42.006046,1.428195917,34.621046,1,0.7134,7.513362
6/28/2003,,,,,2817.32,,,,,,,,,,,,,,,,,1,,
6/29/2003,,,,,2817.32,,,,,,,,,,,,,,,,,1,,
6/30/2003,3.6725,2.878270762,697.23,8.276976,2817.32,0.87512,233.315831,8271.453575,46.418132,1193.996675,0.30027,10.407369,3.800735,3.4705,53.41472,3.918351,3.64,3.7505,42.047432,1.415944692,34.615385,1,0.7138,7.475453
7/1/2003,3.6725,2.8365243,699.12,8.276964,2817.32,0.866326,229.255826,8237.139392,46.402148,1190.097895,0.30027,10.4582,3.801005,3.472,53.389067,3.832539,3.64,3.7505,41.960929,1.409512259,34.590661,1,0.7104,7.484709
7/2/2003,3.6725,2.837971391,698.53,8.276983,2817.63,0.866927,228.123104,8220,46.360642,1187.10013,0.29984,10.426528,3.8,3.47,53.325531,3.854356,3.64,3.7505,41.925011,1.400953619,34.534027,1,0.7099,7.352146
7/3/2003,3.6725,2.814960286,695.82,8.277036,2812.4,0.872829,229.824561,8224.282098,46.346338,1183.599546,0.29984,10.526578,3.799686,3.4685,53.321114,3.882343,3.64,3.7505,41.70638,1.399144628,34.453173,1,0.7112,7.56088
7/4/2003,3.6725,2.815018315,697.11,8.276993,2815.14,0.872144,230.228502,8181.571603,46.32217,1180.498866,,10.403192,3.799407,3.4695,53.365603,3.889325,3.64,3.7505,41.672772,1.391941392,34.378162,1,0.7112,7.524682
7/5/2003,,,,,2815.14,,,,,,,,,,,,,,,,,1,,
7/6/2003,,,,,2815.14,,,,,,,,,,,,,,,,,1,,
7/7/2003,3.6725,2.847975352,697.91,8.277025,2815.14,0.880282,231.53169,8175.06162,46.28169,1181.998239,0.29984,10.441725,3.799384,3.47,53.365317,3.90493,3.64,3.7505,41.592694,1.403169014,34.350352,1,0.7133,7.474648
7/8/2003,3.6725,2.881511566,697.5,8.276973,2820.85,0.882924,231.811761,8221.817058,46.28024,1180.196009,0.30041,10.569839,3.800812,3.475,53.457531,3.942257,3.64,3.751,41.659191,1.40384955,34.375773,1,0.7165,7.619725
7/9/2003,3.6725,2.868780273,704.46,8.27697,2838.88,0.880669,230.779392,8195.49978,46.200793,1179.101717,0.30041,10.484544,3.8,3.472,53.375605,3.92162,3.64,3.7506,41.670013,1.421400264,34.343461,1,0.7146,7.643417
7/10/2003,3.6725,2.872509258,703.47,8.277023,2846.89,0.881679,230.76177,8218.003879,46.190266,1178.451772,0.30021,10.493564,3.800035,3.4735,53.415623,3.925234,3.64,3.7508,41.650062,1.408922589,34.293775,1,0.7146,7.499647
7/11/2003,3.6725,2.891029607,704.99,8.276977,2855.41,0.883783,231.17985,8214.63544,46.05833,1178.45338,,10.420592,3.799823,3.4735,53.372514,3.927176,3.64,3.7502,41.623155,1.392841361,34.395051,1,0.7151,7.616703
7/12/2003,,,,,2856.96,,,,,,,,,,,,,,,,,1,,
7/13/2003,,,,,2856.96,,,,,,,,,,,,,,,,,1,,
7/14/2003,3.6725,2.892025843,704.57,8.277016,2856.96,0.885034,230.808036,8226.099655,46.016462,1176.298788,0.30021,10.393398,3.800513,3.4705,53.482609,3.937074,3.64,3.7502,41.610497,1.387733428,34.379149,1,0.7164,7.604655
7/15/2003,3.6725,2.858998145,702.47,8.276968,2871.88,0.88347,230.629914,8221.415319,46.094178,1176.102129,0.30021,10.403127,3.799541,3.4705,53.568336,3.929764,3.64,3.7502,41.519569,1.379097093,34.356392,1,0.7157,7.713667
7/16/2003,3.6725,2.86496678,699.57,8.27698,2879.37,0.897827,235.275633,8234.243132,46.154606,1176.503861,0.30051,10.456994,3.800323,3.4705,53.610163,3.997037,3.64,3.7505,41.64877,1.386245286,34.411923,1,0.7218,7.800952
7/17/2003,3.6725,2.844537441,698.55,8.277001,2888.57,0.890393,235.642418,8260.341911,46.230077,1178.995637,0.30021,10.377348,3.800908,3.4695,53.587392,3.998753,3.64,3.7501,41.659247,1.386341377,34.425252,1,0.7195,7.678479
7/18/2003,3.6725,2.870504239,698.31,8.277019,2883.9,0.892459,238.59884,8329.62963,46.227577,1180.999554,,10.364569,3.799822,3.4705,53.702811,3.996519,3.64,3.7501,41.763141,1.395805444,34.464971,1,0.7211,7.704685
7/19/2003,,,,,2880.69,,,,,,,,,,,,,,,,,1,,
7/20/2003,,,,,2880.69,,,,,,,,,,,,,,,,,1,,
7/21/2003,3.6725,2.889489543,701.34,8.277029,2880.69,0.886211,235.687699,8308.897554,46.233605,1178.500532,0.30021,10.373095,3.799539,3.4715,53.673343,3.950284,3.64,3.7502,41.699486,1.389578164,34.415987,1,0.7211,7.687256
7/22/2003,3.6725,2.871462576,701.86,8.276999,2878.33,0.881601,234.787975,8416.115666,46.226748,1182.896941,0.3,10.428634,3.800494,3.471,53.857004,3.917306,3.64,3.7503,41.855506,1.390284757,34.447677,1,0.7184,7.575774
7/23/2003,3.6725,2.888518551,702.72,8.276993,2878.56,0.877116,234.751338,8605.385493,46.102096,1180.852557,0.3,10.451013,3.800193,3.4715,54.027717,3.878344,3.64,3.7502,42.061837,1.404262784,34.420665,1,0.7158,7.573722
7/24/2003,3.6725,2.895003052,704.85,8.276969,2882.7,0.872068,231.95256,8590.381094,46.13238,1179.698265,0.29929,10.56946,3.800209,3.4725,53.912968,3.850004,3.64,3.7502,41.876864,1.425830644,34.380396,1,0.7131,7.494637
7/25/2003,3.6725,2.886468589,703.64,8.276989,2887.31,0.871308,230.077546,8505.375969,46.101769,1180.151608,,10.530191,3.800209,3.4735,54.022828,3.859197,3.64,3.7502,41.94685,1.415003921,34.402718,1,0.7133,7.483489
7/26/2003,,,,,2888.32,,,,,,,,,,,,,,,,,1,,
7/27/2003,,,,,2888.32,,,,,,,,,,,,,,,,,1,,
7/28/2003,3.6725,2.89050396,701.61,8.276961,2888.32,0.870398,229.732788,8528.514231,46.091914,1178.75359,0.29929,10.47045,3.799373,,54.365915,3.836713,3.64,3.7502,41.992689,1.418748368,34.379842,1,0.714,7.371312
7/29/2003,3.6725,2.903245507,699.97,8.277002,2883.15,0.872448,229.16594,8614.377945,46.100157,1178.598848,0.29898,10.448351,3.80082,,54.657128,3.821061,3.64,3.7503,42.019194,1.439539347,34.384924,1,0.7134,7.344006
7/30/2003,3.6725,2.93704028,702.22,8.27697,2873.17,0.875657,230.630473,8508.887916,46.063923,1179.903678,0.29913,10.532137,3.799562,3.4715,54.668126,3.830123,3.64,3.7502,41.97951,1.428196147,34.390543,1,0.7147,7.384676
7/31/2003,3.6725,2.977999647,705.64,8.276992,2880.4,0.883548,233.194911,8510.381693,46.122106,1179.846263,0.29947,10.52094,3.80023,3.4725,54.697826,3.86358,3.64,3.7502,41.941863,1.418978618,34.415975,1,0.7184,7.444778
8/1/2003,3.6725,2.965977258,706.21,8.277017,2879.6,0.895335,236.592354,8543.450622,46.099024,1184.197332,,10.641329,3.801594,3.473,54.947623,3.939475,3.64,3.7502,42.061957,1.440594503,34.508909,1,0.7223,7.496642
8/2/2003,,,,,2886.87,,,,,,,,,,,,,,,,,1,,
8/3/2003,,,,,2886.87,,,,,,,,,,,,,,,,,1,,
8/4/2003,3.6725,3.046962059,708.34,8.276997,2886.87,0.884408,232.625807,8497.010701,46.124525,1181.153268,0.29964,10.58141,3.80207,3.4745,54.834174,3.874856,3.64,3.7503,41.977271,1.421243477,34.445034,1,0.7185,7.494649
8/5/2003,3.6725,3.050295597,713.22,8.276979,2894.58,0.882379,231.227389,8627.671402,46.114003,1187.752581,0.29947,10.705815,3.8012,3.4765,54.842495,3.852996,3.64,3.7502,42.088061,1.40386482,34.474543,1,0.7184,7.470308
8/6/2003,3.6725,3.045031601,713.15,8.277037,2901.09,0.877809,229.942065,8600.526685,46.116573,1184.647121,0.29947,10.757022,3.801352,3.4805,54.794593,3.846471,3.64,3.7502,42.094803,1.407127809,34.455758,1,0.7164,7.375263
8/7/2003,3.6725,3.045714789,710.86,8.277019,2887.05,0.880824,230.177046,8585.757069,45.924425,1184.94671,0.29947,10.713468,3.800317,3.4805,54.67982,3.853607,3.64,3.7503,41.943715,1.411961596,34.445521,1,0.7174,7.314014
8/8/2003,3.6725,2.982782977,707.23,8.276973,2887.05,0.882924,228.889281,8563.385132,45.9721,1180.469716,,10.660957,3.800194,3.4855,54.727176,3.853081,3.64,3.7502,41.891842,1.402083701,34.419036,1,0.7166,7.334099
8/9/2003,,,,,2875.18,,,,,,,,,,,,,,,,,1,,
8/10/2003,,,,,2875.18,,,,,,,,,,,,,,,,,1,,
8/11/2003,3.6725,2.994510846,702.15,8.277025,2875.18,0.885347,228.862328,8536.219566,45.934484,1179.150066,,10.669765,3.798318,3.4815,54.830456,3.867552,3.64,3.7502,41.801505,1.403275786,34.371846,1,0.7186,7.359805
8/12/2003,3.6725,3.008486563,702.09,8.276963,2873.51,0.884017,228.64215,8533.115276,45.839816,1178.65099,0.29907,10.748144,3.796588,3.4835,54.862977,3.862977,3.64,3.7502,41.81082,1.402492928,34.371464,1,0.7173,7.348479
8/13/2003,3.6725,3.049481245,703.52,8.277024,2868.5,0.886761,229.387248,8545.003104,45.870356,1179.746386,0.29925,10.767048,3.800035,3.485,54.825752,3.882061,3.64,3.7502,41.760043,1.40374213,34.383258,1,0.7187,7.442671
8/14/2003,3.6725,3.015971606,704.26,8.277019,2870.67,0.887311,231.188997,8552.28039,45.872227,1176.548358,0.29925,10.728394,3.801065,3.4815,54.889973,3.887311,3.64,3.7503,41.691127,1.401952085,34.391304,1,0.7186,7.398403
8/15/2003,3.6725,2.995287632,,8.276963,2864.81,0.889126,231.990753,8540.801992,45.89046,1178.998844,,10.7073,3.801725,3.4785,55.084912,3.889037,3.64,3.7503,41.648528,1.399484307,34.370054,1,0.7191,7.34507
8/16/2003,,,,,2861.34,,,,,,,,,,,,,,,,,1,,
8/17/2003,,,,,2861.34,,,,,,,,,,,,,,,,,1,,
8/18/2003,3.6725,2.990972471,703.43,8.276993,2861.34,0.893815,233.607437,8536.619592,45.817841,1178.298177,0.29952,10.685556,3.799875,3.4805,55.092957,3.914909,3.64,3.7502,41.613157,1.399713979,34.353772,1,0.7216,7.294691
8/19/2003,3.6725,3.001536376,702.99,8.277,2861.34,0.903751,234.740172,8475.119747,45.808405,1179.150474,0.29976,10.785269,3.799819,3.4815,55.127881,3.947131,3.64,3.7504,41.71315,1.405332128,34.348848,1,0.724,7.330953
8/20/2003,3.6725,2.991538392,704.25,8.276983,2869.29,0.900171,233.864434,8415.73499,45.813305,1175.551355,0.29976,10.807633,3.798992,3.4805,55.160681,3.938248,3.64,3.7506,41.648753,1.400666127,34.282114,1,0.7231,7.396705
8/21/2003,3.6725,3.002997547,702.68,8.276955,2861.63,0.908348,234.944137,8393.432646,45.828867,1172.903988,0.29938,10.81942,3.801526,3.4815,55.298392,3.963121,3.64,3.7506,41.537015,1.398855482,34.248342,1,0.7251,7.434644
8/22/2003,3.6725,3.004038921,699.18,8.277033,2853.56,0.917936,236.26767,8429.227097,45.827979,1169.698917,,10.877547,3.799614,3.481,55.220305,4.004957,3.64,3.7504,41.361208,1.393427575,34.206903,1,0.7272,7.490912
8/23/2003,,,,,2841.25,,,,,,,,,,,,,,,,,1,,
8/24/2003,,,,,2841.25,,,,,,,,,,,,,,,,,1,,
8/25/2003,3.6725,2.985488611,697.31,8.277002,2841.25,0.918442,235.314107,8441.945261,45.86058,1170.949669,0.3002,10.845977,3.800882,3.4805,55.438097,4.006245,3.64,3.7504,41.404574,1.391440118,34.184423,1,0.7275,7.473181
